episode,reward,length
1,0.0,5
2,0.0,3
3,0.0,3
4,0.0,3
5,2.0,22
6,0.0,5
7,3.0,34
8,0.0,5
9,0.0,5
10,2.0,27
11,0.0,5
12,0.0,5
13,1.0,16
14,0.0,5
15,0.0,5
16,2.0,23
17,0.0,5
18,0.0,5
19,0.0,5
20,0.0,5
21,0.0,5
22,2.0,23
23,1.0,17
24,0.0,5
25,0.0,5
26,0.0,5
27,0.0,5
28,0.0,5
29,0.0,5
30,0.0,5
31,0.0,5
32,0.0,3
33,1.0,16
34,0.0,3
35,0.0,5
36,0.0,5
37,0.0,5
38,1.0,14
39,1.0,16
40,0.0,3
41,1.0,16
42,1.0,11
43,0.0,5
44,0.0,5
45,1.0,15
46,0.0,5
47,0.0,5
48,0.0,5
49,0.0,5
50,0.0,5
51,0.0,5
52,0.0,5
53,0.0,3
54,0.0,3
55,0.0,5
56,0.0,5
57,1.0,12
58,1.0,12
59,0.0,5
60,0.0,5
61,0.0,5
62,0.0,5
63,0.0,5
64,0.0,5
65,0.0,5
66,0.0,5
67,0.0,5
68,0.0,5
69,0.0,5
70,0.0,5
71,1.0,16
72,0.0,3
73,0.0,3
74,0.0,5
75,0.0,5
76,0.0,5
77,0.0,3
78,2.0,23
79,0.0,5
80,1.0,15
81,0.0,5
82,0.0,5
83,3.0,34
84,0.0,5
85,1.0,17
86,0.0,5
87,0.0,5
88,0.0,5
89,0.0,5
90,0.0,5
91,0.0,5
92,0.0,3
93,0.0,5
94,1.0,14
95,0.0,5
96,0.0,5
97,0.0,5
98,0.0,3
99,0.0,5
100,0.0,5
101,0.0,5
102,1.0,14
103,1.0,12
104,0.0,5
105,1.0,16
106,0.0,5
107,0.0,5
108,0.0,5
109,1.0,16
110,0.0,5
111,0.0,5
112,0.0,5
113,1.0,16
114,0.0,5
115,1.0,17
116,0.0,5
117,0.0,5
118,0.0,5
119,2.0,23
120,0.0,3
121,0.0,5
122,0.0,5
123,0.0,3
124,0.0,5
125,0.0,5
126,0.0,5
127,0.0,5
128,2.0,23
129,1.0,17
130,0.0,5
131,0.0,5
132,0.0,3
133,0.0,3
134,0.0,5
135,0.0,5
136,0.0,5
137,0.0,5
138,0.0,5
139,0.0,5
140,0.0,5
141,0.0,5
142,0.0,5
143,0.0,5
144,1.0,14
145,0.0,5
146,0.0,5
147,0.0,3
148,0.0,5
149,0.0,5
150,1.0,16
151,0.0,5
152,0.0,5
153,2.0,21
154,0.0,5
155,1.0,15
156,0.0,5
157,0.0,3
158,0.0,5
159,2.0,21
160,1.0,17
161,0.0,5
162,0.0,5
163,1.0,16
164,0.0,3
165,1.0,12
166,0.0,5
167,0.0,5
168,1.0,14
169,1.0,16
170,0.0,5
171,0.0,5
172,1.0,16
173,0.0,5
174,1.0,15
175,0.0,5
176,0.0,5
177,1.0,14
178,0.0,5
179,0.0,5
180,1.0,15
181,0.0,5
182,0.0,5
183,0.0,3
184,0.0,5
185,0.0,5
186,0.0,5
187,0.0,5
188,0.0,5
189,1.0,14
190,1.0,12
191,0.0,5
192,2.0,23
193,0.0,5
194,0.0,5
195,1.0,15
196,0.0,5
197,0.0,5
198,0.0,5
199,0.0,5
200,1.0,14
201,3.0,31
202,0.0,5
203,0.0,5
204,0.0,5
205,0.0,3
206,0.0,5
207,1.0,12
208,1.0,10
209,0.0,5
210,0.0,5
211,2.0,24
212,0.0,5
213,3.0,36
214,0.0,3
215,0.0,5
216,0.0,5
217,0.0,5
218,0.0,5
219,0.0,5
220,0.0,5
221,0.0,5
222,0.0,5
223,0.0,5
224,0.0,5
225,0.0,3
226,0.0,5
227,0.0,5
228,2.0,23
229,0.0,3
230,0.0,3
231,0.0,5
232,0.0,5
233,0.0,5
234,0.0,5
235,0.0,3
236,0.0,5
237,3.0,34
238,0.0,3
239,0.0,5
240,0.0,5
241,0.0,5
242,0.0,5
243,0.0,5
244,0.0,5
245,0.0,5
246,0.0,5
247,2.0,21
248,0.0,5
249,0.0,5
250,0.0,5
251,0.0,5
252,3.0,39
253,0.0,5
254,1.0,12
255,0.0,5
256,0.0,5
257,0.0,5
258,0.0,5
259,0.0,5
260,0.0,5
261,0.0,5
262,2.0,23
263,1.0,17
264,0.0,5
265,0.0,5
266,0.0,5
267,0.0,5
268,1.0,14
269,0.0,3
270,1.0,16
271,2.0,23
272,1.0,16
273,0.0,5
274,1.0,12
275,1.0,12
276,0.0,5
277,1.0,10
278,0.0,3
279,0.0,5
280,2.0,21
281,0.0,5
282,0.0,5
283,2.0,21
284,0.0,3
285,0.0,5
286,0.0,5
287,2.0,21
288,0.0,3
289,0.0,3
290,1.0,17
291,0.0,5
292,2.0,21
293,0.0,5
294,0.0,5
295,0.0,5
296,2.0,23
297,0.0,3
298,0.0,5
299,0.0,3
300,1.0,17
301,0.0,5
302,2.0,21
303,0.0,3
304,0.0,5
305,1.0,15
306,0.0,5
307,0.0,3
308,0.0,5
309,2.0,21
310,0.0,3
311,0.0,5
312,2.0,21
313,0.0,3
314,0.0,3
315,0.0,5
316,0.0,5
317,1.0,10
318,0.0,5
319,0.0,5
320,1.0,12
321,1.0,16
322,0.0,5
323,0.0,5
324,2.0,23
325,0.0,5
326,0.0,5
327,2.0,21
328,0.0,3
329,0.0,3
330,0.0,5
331,0.0,5
332,2.0,21
333,0.0,3
334,0.0,3
335,0.0,4
336,0.0,5
337,2.0,21
338,0.0,3
339,0.0,3
340,0.0,5
341,0.0,5
342,0.0,3
343,2.0,23
344,0.0,5
345,0.0,5
346,0.0,5
347,0.0,5
348,0.0,5
349,0.0,5
350,1.0,12
351,0.0,5
352,1.0,12
353,1.0,12
354,0.0,5
355,0.0,5
356,0.0,5
357,0.0,5
358,0.0,5
359,0.0,5
360,0.0,5
361,0.0,5
362,0.0,5
363,0.0,5
364,0.0,5
365,2.0,23
366,0.0,5
367,0.0,3
368,1.0,10
369,0.0,3
370,0.0,3
371,2.0,23
372,0.0,5
373,0.0,5
374,1.0,17
375,1.0,17
376,0.0,5
377,0.0,5
378,2.0,21
379,0.0,3
380,0.0,3
381,0.0,5
382,2.0,21
383,0.0,3
384,0.0,3
385,0.0,4
386,0.0,5
387,2.0,21
388,0.0,3
389,0.0,3
390,0.0,5
391,2.0,23
392,0.0,3
393,0.0,5
394,0.0,5
395,0.0,5
396,0.0,5
397,2.0,23
398,1.0,17
399,0.0,3
400,2.0,24
401,1.0,12
402,1.0,10
403,0.0,3
404,0.0,5
405,1.0,14
406,0.0,5
407,1.0,12
408,0.0,5
409,0.0,5
410,0.0,5
411,0.0,5
412,0.0,5
413,0.0,5
414,0.0,5
415,2.0,21
416,0.0,5
417,2.0,21
418,1.0,17
419,0.0,5
420,0.0,5
421,0.0,5
422,2.0,21
423,1.0,17
424,0.0,5
425,0.0,5
426,0.0,5
427,0.0,5
428,1.0,12
429,0.0,3
430,0.0,5
431,0.0,5
432,1.0,14
433,0.0,5
434,0.0,5
435,0.0,5
436,0.0,5
437,0.0,5
438,0.0,5
439,0.0,5
440,0.0,5
441,0.0,5
442,0.0,5
443,1.0,16
444,1.0,12
445,0.0,5
446,0.0,5
447,0.0,5
448,4.0,45
449,0.0,3
450,1.0,17
451,1.0,16
452,2.0,24
453,0.0,3
454,0.0,5
455,0.0,5
456,0.0,5
457,0.0,5
458,0.0,5
459,0.0,5
460,0.0,5
461,0.0,5
462,0.0,5
463,2.0,23
464,0.0,5
465,0.0,5
466,0.0,5
467,2.0,21
468,0.0,5
469,0.0,5
470,0.0,5
471,0.0,5
472,4.0,39
473,0.0,5
474,0.0,5
475,0.0,5
476,2.0,23
477,0.0,5
478,0.0,5
479,1.0,17
480,0.0,3
481,1.0,16
482,1.0,12
483,1.0,12
484,1.0,12
485,1.0,17
486,0.0,5
487,0.0,5
488,0.0,5
489,0.0,5
490,0.0,5
491,1.0,16
492,0.0,5
493,0.0,3
494,0.0,5
495,1.0,15
496,0.0,5
497,2.0,21
498,0.0,3
499,0.0,5
500,0.0,5
501,0.0,5
502,0.0,3
503,1.0,12
504,0.0,5
505,1.0,12
506,4.0,45
507,0.0,3
508,0.0,5
509,0.0,5
510,0.0,5
511,0.0,5
512,0.0,5
513,0.0,3
514,0.0,5
515,0.0,3
516,0.0,5
517,0.0,5
518,0.0,3
519,0.0,5
520,0.0,3
521,0.0,5
522,0.0,5
523,0.0,5
524,1.0,14
525,0.0,5
526,0.0,5
527,0.0,5
528,0.0,5
529,0.0,5
530,0.0,5
531,0.0,5
532,2.0,21
533,0.0,5
534,0.0,5
535,0.0,5
536,0.0,5
537,2.0,21
538,1.0,12
539,1.0,12
540,1.0,12
541,4.0,45
542,0.0,3
543,0.0,5
544,0.0,5
545,0.0,5
546,0.0,5
547,2.0,23
548,0.0,5
549,1.0,17
550,0.0,3
551,0.0,5
552,1.0,14
553,2.0,23
554,0.0,3
555,0.0,5
556,0.0,5
557,0.0,5
558,0.0,5
559,0.0,5
560,1.0,16
561,0.0,5
562,1.0,16
563,0.0,3
564,1.0,16
565,0.0,3
566,0.0,5
567,2.0,21
568,0.0,5
569,0.0,5
570,0.0,5
571,2.0,23
572,0.0,5
573,0.0,5
574,1.0,17
575,0.0,3
576,4.0,41
577,1.0,12
578,0.0,5
579,1.0,12
580,1.0,12
581,0.0,5
582,2.0,21
583,1.0,17
584,0.0,3
585,1.0,17
586,0.0,5
587,0.0,5
588,0.0,5
589,0.0,5
590,0.0,5
591,0.0,5
592,0.0,5
593,0.0,5
594,0.0,5
595,0.0,5
596,0.0,5
597,0.0,5
598,0.0,5
599,0.0,5
